id,dataSetId,titleZh,titleEn,version,dataSetUpdateDate,introductionZh,introductionEn,doi,visit,download,ref,打标结果
6189e177a6a5046fe0ac0235,69d44c1f2b544e29a2490653a4f588ea,A dataset of Research on energy-saving optimization of lobby space interface of exhibition building based on visual analysis,A dataset of Research on energy-saving optimization of lobby space interface of exhibition building based on visual analysis,V2,2021-11-16T00:42:10.198Z,<p>展览建筑空间独一无二。其大堂空间接口的研究对于解决室内热环境（ITE）和建筑能耗问题具有重要的现实意义。本研究选定了长沙市一座典型的展览建筑进行现场热环境测量和视觉分析，以确定包络结构热性能的薄弱环节。建立基于当地气象条件和建筑参数的标准模型后，对大厅不同空间界面下的ITE和 BEC指标进行了分类数值模拟，探索其内部机制。最后，通过采用优化筛选法、正交实验等方法获得大堂界面优化方案。本数据集为Research on energy-saving optimization of lobby space interface of exhibition building based on visual analysis的研究提供原始图表。</p>,<p>展览建筑空间独一无二。其大堂空间接口的研究对于解决室内热环境（ITE）和建筑能耗问题具有重要的现实意义。本研究选定了长沙市一座典型的展览建筑进行现场热环境测量和视觉分析，以确定包络结构热性能的薄弱环节。建立基于当地气象条件和建筑参数的标准模型后，对大厅不同空间界面下的ITE和 BEC指标进行了分类数值模拟，探索其内部机制。最后，通过采用优化筛选法、正交实验等方法获得大堂界面优化方案。本数据集为Research on energy-saving optimization of lobby space interface of exhibition building based on visual analysis的研究提供原始图表。</p>,10.11922/sciencedb.01272,132,4,0,
60b9c3adae98d4289fceed46,846841395678281728,SVM and Randfores Code for DoA monitoring,SVM and Randfores Code for DoA monitoring,V1,2021-05-26T08:53:42.809Z,"<p><br></p><p>According to Etsevo, during anesthesia induction, we have divided the patient’s depth of sedation into awake, light sedation, and deep sedation and collected 90s of EEG and EOG at each sedation depth for predictive analysis. We included 33 patients’ data into the analysis and obtained 297 pieces of data input into the machine learning method for classification and prediction.</p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;In order to study whether sound-evoked EOG has an auxiliary effect on anesthesia monitoring, we combine EEG and EOG features or only input EEG features into the random forest and linear support vector machine for classification tasks.&nbsp;</p>","<p><br></p><p>According to Etsevo, during anesthesia induction, we have divided the patient’s depth of sedation into awake, light sedation, and deep sedation and collected 90s of EEG and EOG at each sedation depth for predictive analysis. We included 33 patients’ data into the analysis and obtained 297 pieces of data input into the machine learning method for classification and prediction.</p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;In order to study whether sound-evoked EOG has an auxiliary effect on anesthesia monitoring, we combine EEG and EOG features or only input EEG features into the random forest and linear support vector machine for classification tasks.&nbsp;</p>",10.11922/sciencedb.00832,54,10,0,
6261ee278aea130961fec8c2,77379379f2a3476fa607b3d26fcac97e,Neutron Activation Cross Section Data Library,Neutron Activation Cross Section Data Library,V1,2022-04-22T07:36:15.036Z,"<p>To satisfy the increasing needs of nuclear data from diversified nuclear applications, the Neutron Activation Cross Section Data Library has been developed at China Nuclear Data Center (CNDC) in cooperation with China Nuclear Data Coordination Network. It contains calculated and evaluated cross sections of nuclear reactions for 818 stable and unstable target nuclei including isomeric targets nuclei from 1H to 257Fm are included in this library in neutron energy region of 10-5 eV-20 MeV. The ENDF/B-6 data format was adopted. The general information, comments (MF=1), reactions cross sections (MF=3), nucleus dictionary(MF=8) and split threshold reaction channels (MF=10) were included in the library. The reaction cross sections were obtained using UNF and FDRR model calculations or systematic analysis based on available experimental data.</p>","<p>To satisfy the increasing needs of nuclear data from diversified nuclear applications, the Neutron Activation Cross Section Data Library has been developed at China Nuclear Data Center (CNDC) in cooperation with China Nuclear Data Coordination Network. It contains calculated and evaluated cross sections of nuclear reactions for 818 stable and unstable target nuclei including isomeric targets nuclei from 1H to 257Fm are included in this library in neutron energy region of 10-5 eV-20 MeV. The ENDF/B-6 data format was adopted. The general information, comments (MF=1), reactions cross sections (MF=3), nucleus dictionary(MF=8) and split threshold reaction channels (MF=10) were included in the library. The reaction cross sections were obtained using UNF and FDRR model calculations or systematic analysis based on available experimental data.</p>",10.57760/sciencedb.j00113.00024,21,3,0,
627b2ce09f0a08024767f869,8de6cca472da41b2878b119b17f89055,青藏高原MODIS逐日无云积雪面积数据集,MODIS daily cloud-free snow cover productsover Tibetan Plateau,V1,2024-02-28T14:02:49.321Z,<p>青藏高原积雪对于能量和水循环起着重要的反馈和调节作用，其消融过程也直接影响着融雪性河流流量的变化，积雪的存在以及长时间变化等也是区域气候、生态和灾害的影响和响应敏感因素之一。中分辨率成像光谱仪（MODIS）具有高时空分辨率的特点，被广泛应用于积雪遥感动态监测。青藏高原地区积雪的赋存变化较快，高原周边高山区具有冰雪资源丰富，大气对流活跃等特点，而光学遥感往往受云的影响，在日时间尺度上积雪覆盖监测需要考虑去云问题。在充分考虑青藏高原的地形和山地积雪特征的情况下，本套数据集采用了多种去云过程和步骤相结合，逐步实现保持积雪分类精度的情况下，完成逐日积雪的云量消除，形成了“青藏高原MODIS逐日无云积雪面积”的逐步综合分类算法，完成了“青藏高原MODIS逐日无云积雪面积数据集（2002～2018年）”。论文选取2009年10月1日至2011年4月30日中的两个积雪季为算法研究和精度验证试验数据，采用研究区145个地面台站提供的雪深数据作为地面参考。结果表明，在高原地区，当积雪深度＞3 cm时，无云积雪产品总分类精度达到96.6％，积雪分类精度达89.0％，整个算法流程对MODIS积雪产品去云的精度损失较低，数据可靠性较高。</p>,"<p>Snow cover over Tibetan Plateau plays an important role in regional water andenergy circulation. Snow ablation also affects downstream rivers. Snow parameters and their longterm changes are sensitive factors affecting and responding to regional climate, influencing ecologyand disasters. Moderate-resolution imaging spectrometer (MODIS) is widely used for remotelysensing snow due to its high spatio-temporal resolution. However, snow over Tibetan Plateau isdistributed patchily and changes rapidly with unexpected atmospheric convection and precipitation.Also, because optical remote sensing is influenced severely by clouds, daily snow cover monitoringis a challenge requiring to remove cloud cover instances. Engaged in Tibetan Plateau’s terraincomplexity and snow spatio-temporal characteristics, this paper presents a compound methodby combining different cloud removal algorithms, giving a MODIS daily cloud-free snow coveralgorithm for Tibetan Plateau, as well as MODIS daily cloud-free snow cover products. The accuracy of the snow cover products is then verified against experimental data observedfrom 145 ground stations during two winter periods from October 1, 2009 to April 30, 2011.Results show that, when snow depth exceeds 3 cm, the general classification accuracy is 96.6%and the snow classification accuracy is 89.0%. Accuracy was well controlled in each step, whichprovided a good algorithm for removing clouds from the MODIS snow cover imagery. A multilanguage operational process was developed and the daily, cloud-free climatological snow coverproducts over Tibetan Plateau were released as a free utility online.</p>",10.11922/sciencedb.55.sdb,114,11,0,
61ca77c70da18e19c14427c0,88decc585af04b63b6c9cb35fbb7c09f,Measurements of the 107Ag neutron capture cross sections with PHWT at the CSNS Back-n facility,Measurements of the 107Ag neutron capture cross sections with PHWT at the CSNS Back-n facility,V1,2022-01-12T08:37:31.803Z,"<p>The data related to the article ""Measurements of the&nbsp;107Ag neutron capture cross sections with PHWT at&nbsp;the CSNS Back-n facility"" published in the journal Chinese Physics B.&nbsp;Silver indium cadmium (Ag-In-Cd) control rod is widely used in pressurized water reactor nuclear power plants, which is continuously consumed in a high neutron flux environment. The mass ratio of&nbsp;107Ag in Ag-In-Cd control rod is 41.44%. To accurately calculate the consumption value of the control rod, a reliable neutron reaction cross section of the&nbsp;107Ag is required. Meanwhile,&nbsp;107Ag is also an important weak&nbsp;r&nbsp;nuclei. Thus, the cross sections for neutron induced interactions with&nbsp;107Ag are very important both in nuclear energy and nuclear astrophysics. In this study, the (n,γ) cross section of&nbsp;107Ag has been measured in the energy range of 1–60 eV using a back streaming white neutron beam line at China spallation neutron source. The resonance parameters are extracted by an&nbsp;R-matrix code. It contains 3 Excel files, which are described below：</p><p>cross seection.xlsx : experimental data of neutron capture cross section of 107Ag between 1 and 60 eV.</p><p>Resonance Parameters(Ag-109).xlsx : resonance parameters of 109Ag extracted by R-matrix from experimental data.</p><p>Resonance Parameters(Ag-107).xlsx : resonance parameters of 107Ag extracted by R-matrix from experimental data.</p>","<p>The data related to the article ""Measurements of the&nbsp;107Ag neutron capture cross sections with PHWT at&nbsp;the CSNS Back-n facility"" published in the journal Chinese Physics B.&nbsp;Silver indium cadmium (Ag-In-Cd) control rod is widely used in pressurized water reactor nuclear power plants, which is continuously consumed in a high neutron flux environment. The mass ratio of&nbsp;107Ag in Ag-In-Cd control rod is 41.44%. To accurately calculate the consumption value of the control rod, a reliable neutron reaction cross section of the&nbsp;107Ag is required. Meanwhile,&nbsp;107Ag is also an important weak&nbsp;r&nbsp;nuclei. Thus, the cross sections for neutron induced interactions with&nbsp;107Ag are very important both in nuclear energy and nuclear astrophysics. In this study, the (n,γ) cross section of&nbsp;107Ag has been measured in the energy range of 1–60 eV using a back streaming white neutron beam line at China spallation neutron source. The resonance parameters are extracted by an&nbsp;R-matrix code. It contains 3 Excel files, which are described below：</p><p>cross seection.xlsx : experimental data of neutron capture cross section of 107Ag between 1 and 60 eV.</p><p>Resonance Parameters(Ag-109).xlsx : resonance parameters of 109Ag extracted by R-matrix from experimental data.</p><p>Resonance Parameters(Ag-107).xlsx : resonance parameters of 107Ag extracted by R-matrix from experimental data.</p>",10.11922/sciencedb.j00113.00010,96,3,0,
62bd109870c5b75f4c7a89cf,DM3_d0d9efc102612637514352bd72e0177a,"Structures of all natural rupestines, NMR spectrum of compounds 8~15, 5A~5D, experimental ECD and calculated ECD of compounds 5A~5D, optical rotation spectrum of compounds 5A~5D from Total synthesis of rupestine G and its epimers.","Structures of all natural rupestines, NMR spectrum of compounds 8~15, 5A~5D, experimental ECD and calculated ECD of compounds 5A~5D, optical rotation spectrum of compounds 5A~5D from Total synthesis of rupestine G and its epimers.",V1,2022-10-25T04:58:30.074Z,"<p>Structures of all natural rupestines, NMR spectrum of compounds 8~15, 5A~5D, experimental ECD and calculated ECD of compounds 5A~5D, optical rotation spectrum of compounds 5A~5D</p>","<p>Structures of all natural rupestines, NMR spectrum of compounds 8~15, 5A~5D, experimental ECD and calculated ECD of compounds 5A~5D, optical rotation spectrum of compounds 5A~5D</p>",10.6084/m9.figshare.5970835.v2,307,0,0,
64f048adcc4bc33e70a5a739,DM4_0176b7341f0c6c13058f0d32095f847d,CCDC 2077141: Experimental Crystal Structure Determination,CCDC 2077141: Experimental Crystal Structure Determination,V1,2023-12-16T13:24:48.178Z,"<p>Related Article: Wen-jiang Tian, Lei Mei, Xiang-he Kong, Jun-shan Geng, Yuan-yuan Liang, Li-wen Zeng, Kong-qiu Hu, Liang-shu Xia, Zhi-fang Chai, Wei-qun Shi|2022|He Huaxue Yu Fangshe Huaxue J. Nucl. Radiochem.|44|127|doi:10.7538/hhx.2022.YX.2021055</p>","<p>Related Article: Wen-jiang Tian, Lei Mei, Xiang-he Kong, Jun-shan Geng, Yuan-yuan Liang, Li-wen Zeng, Kong-qiu Hu, Liang-shu Xia, Zhi-fang Chai, Wei-qun Shi|2022|He Huaxue Yu Fangshe Huaxue J. Nucl. Radiochem.|44|127|doi:10.7538/hhx.2022.YX.2021055</p>",10.5517/ccdc.csd.cc27qfkz,333,0,0,
69c9f39e5d0432e04a2152e0,0f8ce7856f2c41ea8605f148c98554f9,Radiation-induced association of AgH molecules,Radiation-induced association of AgH molecules,V1,2026-04-02T03:10:14.082Z,"<p>Source Paper：Theoretical Study on the Molecular Spectroscopic Properties and Photoassociation Processes of AgH Molecules Based on Ab Initio Calculations</p><p>All author information：</p><p>1.orcid=[0009-0000-9050-3143]{Lin Jiang}{School of Applied Science, Taiyuan University of Science and Technology, Taiyuan 030024, People's Republic of China}</p><p>2.orcid=[0000-0002-2448-3049]{Yu Wang} {School of Applied Science, Taiyuan University of Science and Technology, Taiyuan 030024, People's Republic of China}</p><p>3.[0000-0002-6539-9345]{Yu Kun Yang} {School of Physics, Henan Normal University, Xinxiang 453000, People’s Republic of China}</p><p>4.[0000-0003-4569-9591]{Yali Tian} {School of Applied Science, Taiyuan University of Science and Technology, Taiyuan 030024, People's Republic of China}</p><p>5.[0000-0001-7816-4804]{Ling Liu} {Institute of Applied Physics and Computational Mathematics, Beijing, 100088, People’s Republic of China}</p><p>6.[0000-0003-1874-9653]{Yong Wu} {HEDPS, Center for Applied Physics and Technology, Peking University, Beijing 100084, People’s Republic of China}</p><p>Attribution: Lin Jiang</p><p>Creation Date: 2026-03-16</p><p>Version Date:2026-03-16</p><p>Document description</p><p>PECs.xlsx:Potential energy curves for the five low-lying Λ ? S states of AgH.</p><p>PDM.xlsx:transition dipole moments from excited states to X1Σ+.</p><p>TDM.xlsx:,permanent dipole moment of the X1Σ+ ground state.</p><p>rate.xlsx:RA rate coefficients ofAgH.</p><p>T.xlsx:Stimulated radiative association cross sections for AgH formation via transitions from initial electronic states (X1Σ+, A1Σ+, 31Σ+, 11Π, 21Π) to the ground state X1Σ+, under blackbody radiation at temperatures at 0, 5000, 10000,15000 and 20000K.</p><p>cross.xlsx:Radiative association cross sections for transitions from various initial states (X1Σ+, A1Σ+, 31Σ+, 11Π,21Π) to the ground state X1Σ+ in AgH, calculated at T = 0K (spontaneous process).</p><p>X3.xlsx:At T = 0 K, the vibrational and rotational resolution of the radiation coupling cross-section corresponding to the transition from the 31Σ+ state to theground state X1Σ+ in the AgH system (spontaneous process).</p><p>XX.xlsx:At T = 0 K, the vibrational and rotational resolution of the radiation coupling cross-section corresponding to the transition from the X1Σ+ state to theground state X1Σ+ in the AgH system (spontaneous process).</p><p>XA.xlsx:At T = 0 K, the vibrational and rotational resolution of the radiation coupling cross-section corresponding to the transition from the A1Σ+ state to theground state X1Σ+ in the AgH system (spontaneous process).</p><p>X1P.xlsx:At T = 0 K, the vibrational and rotational resolution of the radiation coupling cross-section corresponding to the transition from the X1P state to theground state X1Σ+ in the AgH system (spontaneous process).</p><p>X2P.xlsx:At T = 0 K, the vibrational and rotational resolution of the radiation coupling cross-section corresponding to the transition from the X2P state to theground state X1Σ+ in the AgH system (spontaneous process).</p><p>V.xlsx:For the X1Σ+, with a fixed v (v = n), the partial cross-section obtained by summing over J;</p><p>J.xlsx:In X1Σ+, for a fixed angular momentum J (J = n), a comparison is made between the partial sum of the vibrational quantum numbers v and the total sum.</p>","<p>Source Paper：Theoretical Study on the Molecular Spectroscopic Properties and Photoassociation Processes of AgH Molecules Based on Ab Initio Calculations</p><p>All author information：</p><p>1.orcid=[0009-0000-9050-3143]{Lin Jiang}{School of Applied Science, Taiyuan University of Science and Technology, Taiyuan 030024, People's Republic of China}</p><p>2.orcid=[0000-0002-2448-3049]{Yu Wang} {School of Applied Science, Taiyuan University of Science and Technology, Taiyuan 030024, People's Republic of China}</p><p>3.[0000-0002-6539-9345]{Yu Kun Yang} {School of Physics, Henan Normal University, Xinxiang 453000, People’s Republic of China}</p><p>4.[0000-0003-4569-9591]{Yali Tian} {School of Applied Science, Taiyuan University of Science and Technology, Taiyuan 030024, People's Republic of China}</p><p>5.[0000-0001-7816-4804]{Ling Liu} {Institute of Applied Physics and Computational Mathematics, Beijing, 100088, People’s Republic of China}</p><p>6.[0000-0003-1874-9653]{Yong Wu} {HEDPS, Center for Applied Physics and Technology, Peking University, Beijing 100084, People’s Republic of China}</p><p>Attribution: Lin Jiang</p><p>Creation Date: 2026-03-16</p><p>Version Date:2026-03-16</p><p>Document description</p><p>PECs.xlsx:Potential energy curves for the five low-lying Λ ? S states of AgH.</p><p>PDM.xlsx:transition dipole moments from excited states to X1Σ+.</p><p>TDM.xlsx:,permanent dipole moment of the X1Σ+ ground state.</p><p>rate.xlsx:RA rate coefficients ofAgH.</p><p>T.xlsx:Stimulated radiative association cross sections for AgH formation via transitions from initial electronic states (X1Σ+, A1Σ+, 31Σ+, 11Π, 21Π) to the ground state X1Σ+, under blackbody radiation at temperatures at 0, 5000, 10000,15000 and 20000K.</p><p>cross.xlsx:Radiative association cross sections for transitions from various initial states (X1Σ+, A1Σ+, 31Σ+, 11Π,21Π) to the ground state X1Σ+ in AgH, calculated at T = 0K (spontaneous process).</p><p>X3.xlsx:At T = 0 K, the vibrational and rotational resolution of the radiation coupling cross-section corresponding to the transition from the 31Σ+ state to theground state X1Σ+ in the AgH system (spontaneous process).</p><p>XX.xlsx:At T = 0 K, the vibrational and rotational resolution of the radiation coupling cross-section corresponding to the transition from the X1Σ+ state to theground state X1Σ+ in the AgH system (spontaneous process).</p><p>XA.xlsx:At T = 0 K, the vibrational and rotational resolution of the radiation coupling cross-section corresponding to the transition from the A1Σ+ state to theground state X1Σ+ in the AgH system (spontaneous process).</p><p>X1P.xlsx:At T = 0 K, the vibrational and rotational resolution of the radiation coupling cross-section corresponding to the transition from the X1P state to theground state X1Σ+ in the AgH system (spontaneous process).</p><p>X2P.xlsx:At T = 0 K, the vibrational and rotational resolution of the radiation coupling cross-section corresponding to the transition from the X2P state to theground state X1Σ+ in the AgH system (spontaneous process).</p><p>V.xlsx:For the X1Σ+, with a fixed v (v = n), the partial cross-section obtained by summing over J;</p><p>J.xlsx:In X1Σ+, for a fixed angular momentum J (J = n), a comparison is made between the partial sum of the vibrational quantum numbers v and the total sum.</p>",10.5281/zenodo.19041836,16,1,0,
617bea58a6a5046fe0ac020a,931f707b405f4ad7b379dfd801c2618a,Imaging simulation of a linear interferometer array on lunar orbit,Imaging simulation of a linear interferometer array on lunar orbit,V1,2021-11-16T00:24:50.917Z,"<p>Ground-based observation of the sky at frequencies below 30 MHz is hindered by the ionosphere of the Earth and radio frequency interference (RFI). To map the sky at this low frequency band, we have proposed the Discovering the Sky at the Longest wavelength mission (DSL, also known as the “Hongmeng” mission, which means ""Primordial Universe"" in Chinese) concept, which employs a linear array of micro-satellites flying around the Moon. Such an array can be deployed to the lunar orbit by a single rocket launch, and it can make interferometric observations which are capable of achieving good angular resolution despite the small size of their antennas. For the purpose of high-resolution mapmaking, we develop an end-to-end simulation which can be divided into two parts.&nbsp;The first part is the simulated observation to obtain mock visibilities, the observed quantity. The second part is to get the physical quantities we need by analyzing the observed data. Then the code “dslpy” and the relevant data are publicly available.</p>","<p>Ground-based observation of the sky at frequencies below 30 MHz is hindered by the ionosphere of the Earth and radio frequency interference (RFI). To map the sky at this low frequency band, we have proposed the Discovering the Sky at the Longest wavelength mission (DSL, also known as the “Hongmeng” mission, which means ""Primordial Universe"" in Chinese) concept, which employs a linear array of micro-satellites flying around the Moon. Such an array can be deployed to the lunar orbit by a single rocket launch, and it can make interferometric observations which are capable of achieving good angular resolution despite the small size of their antennas. For the purpose of high-resolution mapmaking, we develop an end-to-end simulation which can be divided into two parts.&nbsp;The first part is the simulated observation to obtain mock visibilities, the observed quantity. The second part is to get the physical quantities we need by analyzing the observed data. Then the code “dslpy” and the relevant data are publicly available.</p>",10.11922/sciencedb.01292,48,1,0,
6355ffb83d498241dcc00d4d,1eae8d7fcb164047982cb06b03f88606,皮肤胆固醇含量与冠状动脉病变严重程度的相关性研究,Association between skin cholesterol content and the severity of coronary artery disease,V1,2023-11-12T14:32:48.215Z,"<p><span style=""color: rgb(102, 102, 102);"">目的:利用皮肤胆固醇无创检测系统检测不同狭窄程度冠状动脉(冠脉)病变患者的皮肤胆固醇水平,探索皮肤胆固醇含量与冠脉狭窄程度的关系及其在冠心病风险筛查领域中的应用价值。方法:本研究为前瞻性研究,入选中国科学技术大学附属第一医院2020年5月-2021年1月拟诊冠心病的住院患者168例,所有纳入患者近1个月内均未服用任何他汀类及其他降脂药物,住院当天接受皮肤胆固醇含量检测,住院期间完成冠脉造影,通过定量冠脉造影系统(QCA)评估冠脉狭窄严重程度,根据患者的基本临床信息,计算患者的弗明汉评分,分析皮肤胆固醇含量与冠脉狭窄严重程度以及弗明汉评分之间的相关性。结果:皮肤胆固醇含量随着冠脉狭窄严重程度的增加而增加;弗明汉评分超过10%的人群皮肤胆固醇含量显著高于弗明汉评分低于10%的人群;总胆固醇(TC)、甘油三酯(TG)、低密度脂蛋白胆固醇(LDL-C)和高密度脂蛋白胆固醇(HDL-C)水平与皮肤胆固醇含量没有显著的相关性。结论:皮肤胆固醇含量与冠脉狭窄严重程度以及弗明汉评分呈正相关,提示皮肤胆固醇含量在冠心病风险筛查领域中的应用前景良好。</span></p>","<p>A total of 168 inpatients with suspected coronary heart disease diagnosed in the First Affiliated Hospital of the University of Science and Technology of China from July 2020 to November 2020 were enrolled in this prospective study. All the included patients did not take any statins or other lipid-lowering drugs in the past month, the skin cholesterol content was detected on the day of hospitalization, and the severity of coronary artery stenosis was assessed through the quantitative coronary angiography system. Framingham risk score was calculated based on the patient’s basic and clinical information. The correlation between skin cholesterol content and severity of coronary artery stenosis and Framingham risk score was assessed.</p>",10.13201/j.issn.1001-1439.2021.12.006,7,3,0,
64f047c0cc4bc33e70a595f2,DM4_f2798a1cea978d548b2e326996ce7b57,A galaxy sample with CO(2-1) and CO(5-4) detections,A galaxy sample with CO(2-1) and CO(5-4) detections,V1,2023-12-14T09:37:34.947Z,"<p>VizieR online Data Catalogue associated with article published in journal Astronomical Journal (AAS) with title 'CO excitation, molecular gas density, and interstellar radiation field in local and high-redshift galaxies.' (bibcode: 2021ApJ...909...56L)</p>","<p>VizieR online Data Catalogue associated with article published in journal Astronomical Journal (AAS) with title 'CO excitation, molecular gas density, and interstellar radiation field in local and high-redshift galaxies.' (bibcode: 2021ApJ...909...56L)</p>",10.26093/cds/vizier.19090056,41,0,0,
6230577d96a24b468b42c0cd,cb82cb60fa4c441abad043f26a69ea5f,科学数据库数据脱敏承诺声明,Science Data Bank Data Desensitization Commitment Statement,V1,2022-03-15T09:11:15.441Z,<p>科学数据库数据脱敏承诺声明</p>,<p>Science Data Bank Data Desensitization Commitment Statement</p>,10.11922/sciencedb.01587,8,29,0,
6316e065b01e79596f4d13e2,5d266601bad341399c534d851e425378,OH自由基反应动力学研究,Kinetic study of radical reaction,V1,2023-11-27T09:36:36.815Z,<p>基于闪光光解-磁旋转光谱（LFP-FRS）装置，以烷烃为例，研究了OH自由基（·OH）的反应动力学。通过266 nm的脉冲激光光解臭氧产生·OH，利用2.8 μm中红外磁旋转吸收光谱直接测量反应腔中·OH浓度的衰减，在准一级近似反应条件下，获得了5 kPa压力下的甲烷与·OH反应的速率常数为6.59×10-15 cm3/（molecule·s），并对比了不同压力条件下，甲烷、乙烷和丙烷与·OH反应的速率常数的变化。利用化学模型，对其化学过程中存在的多个反应通道进行了模拟，为·OH相关的重要大气化学机制及反应过程研究奠定了基础。</p>,"<p>Kinetic studies of the reactions between ·OH and alkanes were performed with laser-flash photolysis and Faraday rotation spectrometer (LFP-FRS). The ·OH was generated by flash photolysis of ozone with a 266 nm pulsed laser, the decay of the ·OH concentration was directly measured with a time-resolved FRS spectrometer at 2.8 μm under the pseudo-first-order, and the reaction rate constant of methane with ·OH at 5 kPa was measured to be 6.59×10-15 cm3/(molecule·s). Meanwhile, the rate constants of methane, ethane and propane reacted with ·OH under different pressure conditions were compared. The reaction process was simulated by implementing several existed reaction channels into a chemical kinetic model, which provided a basis for studying the important atmospheric chemical mechanism and reaction process of ·OH radical.</p>",10.19756/j.issn.0253-3820.201135,243,4,0,
64f047f1cc4bc33e70a59808,DM4_ceb1f330a7e36a01925f97d4f07fb17a,CCDC 2077142: Experimental Crystal Structure Determination,CCDC 2077142: Experimental Crystal Structure Determination,V1,2023-12-16T13:24:36.932Z,"<p>Related Article: Wen-jiang Tian, Lei Mei, Xiang-he Kong, Jun-shan Geng, Yuan-yuan Liang, Li-wen Zeng, Kong-qiu Hu, Liang-shu Xia, Zhi-fang Chai, Wei-qun Shi|2022|He Huaxue Yu Fangshe Huaxue J. Nucl. Radiochem.|44|127|doi:10.7538/hhx.2022.YX.2021055</p>","<p>Related Article: Wen-jiang Tian, Lei Mei, Xiang-he Kong, Jun-shan Geng, Yuan-yuan Liang, Li-wen Zeng, Kong-qiu Hu, Liang-shu Xia, Zhi-fang Chai, Wei-qun Shi|2022|He Huaxue Yu Fangshe Huaxue J. Nucl. Radiochem.|44|127|doi:10.7538/hhx.2022.YX.2021055</p>",10.5517/ccdc.csd.cc27qfl0,328,0,0,
64f54f03c64cab2c16250528,a44bd0841eb44395af94605184aa2b6c,安全强化学习综述,Safe Reinforcement Learning: A Survey,V1,2023-09-07T07:27:06.174Z,"<p><span style=""color: rgb(51, 51, 51);"">强化学习(Reinforcement learning, RL)在围棋、视频游戏、导航、推荐系统等领域均取得了巨大成功. 然而, 许多强化学习算法仍然无法直接移植到真实物理环境中. 这是因为在模拟场景下智能体能以不断试错的方式与环境进行交互, 从而学习最优策略. 但考虑到安全因素, 很多现实世界的应用则要求限制智能体的随机探索行为. 因此, 安全问题成为强化学习从模拟到现实的一个重要挑战. 近年来, 许多研究致力于开发安全强化学习(Safe reinforcement learning, SRL)算法, 在确保系统性能的同时满足安全约束. 本文对现有的安全强化学习算法进行全面综述, 将其归为三类: 修改学习过程、修改学习目标、离线强化学习, 并介绍了5大基准测试平台: Safety Gym、safe-control-gym、SafeRL-Kit、D4RL、NeoRL. 最后总结了安全强化学习在自动驾驶、机器人控制、工业过程控制、电力系统优化和医疗健康领域中的应用, 并给出结论与展望.</span></p>","<p><span style=""color: rgb(51, 51, 51);"">Reinforcement learning (RL) has proved a prominent success in the game of Go, video games, navigation, recommendation systems and other fields. However, large quantities of reinforcement learning algorithms cannot be directly transplanted to real physical environment. This is because in the simulation scenario, the agent is able to interact with the environment in a trial-and-error manner to learn the optimal policy. Considering the safety of systems, many real-world applications require the limitation of random exploration behavior of agents. Hence, safety has become an essential factor for reinforcement learning from simulation to reality. In recent years, many researches have been devoted to develope safe reinforcement learning (SRL) algorithms that satisfy safety constraints while ensuring system performance. This paper presents a comprehensive survey of existing SRL algorithms, which are divided into three categories: Modification of learning process, modification of learning objective, and offline reinforcement learning. Furthermore, five experimental platforms are introduced, including Safety Gym, safe-control-gym, SafeRL-Kit, D4RL, and NeoRL. Lastly, the applications of SRL in the fields of autonomous driving, robot control, industrial process control, power system optimization, and healthcare are summarized, and the conclusion and perspective are briefly drawn.</span></p>",10.16383/j.aas.c220631,165,6,0,
